No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
47469,2015,6,1,20,2,99,110,92,101,20,61,1001,28,SE,1.79,0,0
47470,2015,6,1,21,2,134,154,161,139,21,62,1001,29,SE,4.92,0,0
47471,2015,6,1,22,2,160,150,163,147,18,57,1002,27,SE,9.84,0,0
47472,2015,6,1,23,2,137,75,109,79,15,53,1003,25,NE,3.13,0,0
47473,2015,6,2,0,2,63,47,61,51,15,53,1004,25,SE,3.13,0,0
47474,2015,6,2,1,2,57,52,64,62,15,57,1004,24,SE,6.26,0,0
47475,2015,6,2,2,2,74,67,83,79,15,60,1005,23,SE,8.05,0,0
47476,2015,6,2,3,2,88,68,86,79,15,60,1006,23,cv,0.89,0,0
47477,2015,6,2,4,2,84,78,80,75,16,68,1006,22,cv,1.78,0,0
47478,2015,6,2,5,2,54,70,82,53,16,64,1007,23,SE,1.79,0,0
47479,2015,6,2,6,2,9,3,25,23,17,68,1007,23,cv,0.45,0,0
47480,2015,6,2,7,2,13,3,6,9,3,20,1008,28,NW,7.15,0,0
47481,2015,6,2,8,2,3,3,13,27,2,17,1008,29,NW,15.2,0,0
47482,2015,6,2,9,2,3,3,12,30,2,16,1009,30,NW,22.35,0,0
47483,2015,6,2,10,2,8,3,16,29,2,16,1009,30,NE,5.81,0,0
47484,2015,6,2,11,2,26,3,13,25,2,15,1009,31,NW,4.92,0,0
47485,2015,6,2,12,2,12,8,13,22,2,15,1009,31,NE,4.92,0,0
47486,2015,6,2,13,2,3,9,17,20,0,12,1008,33,NW,4.92,0,0
47487,2015,6,2,14,2,6,12,11,24,-1,11,1008,33,cv,3.13,0,0
47488,2015,6,2,15,2,7,6,20,26,-2,9,1007,34,cv,4.92,0,0
47489,2015,6,2,16,2,3,6,23,25,-6,7,1007,34,NE,4.92,0,0
47490,2015,6,2,17,2,12,9,14,22,-2,10,1007,33,NE,8.05,0,0
47491,2015,6,2,18,2,11,9,15,16,-4,9,1007,32,SE,1.79,0,0
47492,2015,6,2,19,2,13,18,15,14,-4,10,1008,31,NE,1.79,0,0
47493,2015,6,2,20,2,20,19,22,28,-5,11,1009,28,NE,3.58,0,0
47494,2015,6,2,21,2,19,38,29,50,-3,14,1011,26,NE,5.37,0,0
47495,2015,6,2,22,2,15,33,26,33,1,23,1012,23,NE,7.16,0,0
47496,2015,6,2,23,2,46,56,54,56,13,53,1013,23,SE,4.02,0,0
47497,2015,6,3,0,2,45,NA,38,34,11,49,1014,22,SE,8.04,0,0
47498,2015,6,3,1,2,39,29,36,31,11,56,1014,20,SE,9.83,0,0
47499,2015,6,3,2,2,36,27,35,31,12,72,1014,17,NE,0.89,0,0
47500,2015,6,3,3,2,35,31,32,36,13,77,1015,17,NE,1.78,0,0
47501,2015,6,3,4,2,38,39,38,34,13,82,1015,16,NE,2.67,0,0
47502,2015,6,3,5,2,33,45,41,46,14,87,1015,16,NE,3.56,0,0
47503,2015,6,3,6,2,37,35,37,36,14,77,1015,18,cv,0.45,0,0
47504,2015,6,3,7,2,37,29,40,41,13,56,1015,22,NW,3.13,0,0
47505,2015,6,3,8,2,44,30,51,44,12,46,1015,24,NW,6.26,0,0
47506,2015,6,3,9,2,50,21,41,51,11,41,1015,25,cv,0.89,0,0
47507,2015,6,3,10,2,32,19,42,45,8,30,1014,27,cv,2.68,0,0
47508,2015,6,3,11,2,31,12,41,36,6,23,1013,29,SE,3.13,0,0
47509,2015,6,3,12,2,3,16,29,35,-3,10,1013,31,SE,6.26,0,0
47510,2015,6,3,13,2,34,10,29,31,-4,9,1012,32,SE,9.39,0,0
47511,2015,6,3,14,2,31,23,29,36,-5,8,1011,32,SE,12.52,0,0
47512,2015,6,3,15,2,24,20,25,32,-1,11,1010,33,SE,18.33,0,0
47513,2015,6,3,16,2,16,19,23,22,-1,11,1010,32,SE,24.14,0,0
47514,2015,6,3,17,2,19,13,23,24,1,14,1010,31,SE,31.29,0,0
47515,2015,6,3,18,2,19,14,27,28,1,15,1010,30,SE,38.44,0,0
47516,2015,6,3,19,2,25,22,28,30,1,15,1010,30,SE,45.59,0,0
47517,2015,6,3,20,2,36,19,33,31,3,18,1010,29,SE,50.51,0,0
47518,2015,6,3,21,2,34,18,33,31,3,20,1010,28,SE,54.53,0,0
47519,2015,6,3,22,2,40,29,36,40,2,18,1010,28,SE,57.66,0,0
47520,2015,6,3,23,2,45,34,43,39,5,24,1009,27,SE,59.45,0,0
47521,2015,6,4,0,2,50,40,47,46,9,36,1009,25,cv,0.89,0,0
47522,2015,6,4,1,2,59,37,55,48,10,41,1008,24,SE,0.89,0,0
47523,2015,6,4,2,2,59,43,57,50,9,38,1007,24,cv,1.79,0,0
47524,2015,6,4,3,2,58,47,52,38,9,38,1007,24,SE,0.89,0,0
47525,2015,6,4,4,2,61,33,42,29,11,46,1007,23,SE,2.68,0,0
47526,2015,6,4,5,2,49,26,29,27,11,49,1007,22,SE,3.57,0,0
47527,2015,6,4,6,2,32,30,30,33,12,53,1006,22,SE,5.36,0,0
47528,2015,6,4,7,2,43,32,33,30,12,53,1006,22,NE,1.79,0,0
47529,2015,6,4,8,2,56,25,33,36,12,49,1006,23,cv,1.79,0,0
47530,2015,6,4,9,2,55,17,37,33,13,56,1006,22,NW,1.79,0,0
47531,2015,6,4,10,2,44,23,37,40,15,68,1006,21,NE,1.79,0.4,0.4
47532,2015,6,4,11,2,57,NA,48,49,16,77,1006,20,cv,0.89,0.6,1
47533,2015,6,4,12,2,61,29,70,62,15,72,1005,20,SE,3.13,0.5,1.5
47534,2015,6,4,13,2,53,35,49,48,16,82,1004,19,SE,6.26,0.8,2.3
47535,2015,6,4,14,2,40,23,47,43,15,77,1003,19,SE,12.07,1.4,3.7
47536,2015,6,4,15,2,50,30,57,50,16,88,1002,18,SE,17.88,0.2,3.9
47537,2015,6,4,16,2,72,47,64,62,16,88,1002,18,SE,22.8,0.1,4
47538,2015,6,4,17,2,76,47,65,61,17,88,1001,19,SE,26.82,0,0
47539,2015,6,4,18,2,70,45,68,62,16,77,1001,20,SE,28.61,0,0
47540,2015,6,4,19,2,79,60,78,70,16,77,1001,20,SE,31.74,0,0
47541,2015,6,4,20,2,72,57,71,61,16,77,1001,20,SE,34.87,0,0
47542,2015,6,4,21,2,72,56,71,68,17,88,1001,19,cv,0.89,0,0
47543,2015,6,4,22,2,48,45,53,49,17,93,1001,18,SE,0.89,0,0
47544,2015,6,4,23,2,47,26,43,42,17,93,1001,18,NE,0.89,0,0
47545,2015,6,5,0,2,50,23,40,31,17,93,1000,18,cv,0.89,0,0
47546,2015,6,5,1,2,51,22,40,27,17,100,999,17,cv,1.78,0,0
47547,2015,6,5,2,2,42,23,42,37,17,100,999,17,NE,0.89,0,0
47548,2015,6,5,3,2,41,23,39,35,16,100,999,16,cv,0.89,0,0
47549,2015,6,5,4,2,43,28,39,49,15,93,999,16,cv,1.34,0,0
47550,2015,6,5,5,2,40,44,40,44,15,100,999,15,NE,0.89,0,0
47551,2015,6,5,6,2,44,74,73,77,16,100,999,16,NE,2.68,0,0
47552,2015,6,5,7,2,69,91,109,104,16,100,999,16,NE,4.47,0,0
47553,2015,6,5,8,2,92,96,103,90,17,88,999,19,SE,1.79,0,0
47554,2015,6,5,9,2,72,78,95,62,16,68,999,22,SE,3.58,0,0
47555,2015,6,5,10,2,68,44,59,42,14,50,999,25,cv,0.89,0,0
47556,2015,6,5,11,2,87,45,72,47,14,47,999,26,SE,1.79,0,0
47557,2015,6,5,12,2,48,41,53,39,13,39,998,28,SE,4.92,0,0
47558,2015,6,5,13,2,44,25,37,29,14,39,997,29,SE,8.05,0,0
47559,2015,6,5,14,2,41,31,42,37,13,35,997,30,cv,3.13,0,0
47560,2015,6,5,15,2,42,32,43,42,12,31,996,31,SE,3.13,0,0
47561,2015,6,5,16,2,47,38,52,41,11,27,996,32,SE,8.05,0,0
47562,2015,6,5,17,2,42,37,50,36,13,31,996,32,SE,11.18,0,0
47563,2015,6,5,18,2,68,50,36,43,12,37,998,28,cv,4.02,NA,NA
47564,2015,6,5,19,2,66,33,62,55,16,60,998,24,NW,4.92,NA,NA
47565,2015,6,5,20,2,51,46,61,53,15,53,998,25,SE,3.13,0,0
47566,2015,6,5,21,2,60,42,52,47,16,60,999,24,SE,4.92,0,0
47567,2015,6,5,22,2,52,51,59,55,16,68,1000,22,cv,0.89,0,0
47568,2015,6,5,23,2,66,53,63,56,17,73,1000,22,NE,3.13,0,0
47569,2015,6,6,0,2,44,31,50,38,16,73,1000,21,NE,6.26,0,0
47570,2015,6,6,1,2,34,20,35,31,15,64,1001,22,NW,4.02,0,0
47571,2015,6,6,2,2,31,25,30,32,16,73,1001,21,NE,4.02,0,0
47572,2015,6,6,3,2,24,23,26,21,15,68,1001,21,NE,7.15,0,0
47573,2015,6,6,4,2,22,14,21,23,13,56,1001,22,NE,12.07,0,0
47574,2015,6,6,5,2,14,4,17,16,12,56,1001,21,NE,16.99,0,0
47575,2015,6,6,6,2,9,3,12,13,11,52,1002,21,NE,21.01,0,0
47576,2015,6,6,7,2,19,3,11,10,11,49,1002,22,NE,25.03,0,0
47577,2015,6,6,8,2,27,3,10,12,10,41,1002,24,NE,30.84,0,0
47578,2015,6,6,9,2,11,3,17,18,10,38,1002,25,NE,35.76,0,0
47579,2015,6,6,10,2,37,3,15,13,10,34,1002,27,NE,40.68,0,0
47580,2015,6,6,11,2,36,3,15,19,9,28,1002,29,NW,4.92,0,0
47581,2015,6,6,12,2,24,5,19,22,10,28,1001,30,NW,8.05,0,0
47582,2015,6,6,13,2,38,23,33,27,11,30,1000,30,SE,4.02,0,0
47583,2015,6,6,14,2,50,30,40,38,13,33,999,31,SE,8.94,0,0
47584,2015,6,6,15,2,55,30,50,33,14,42,1001,28,cv,0.89,0,0
47585,2015,6,6,16,2,35,27,30,31,17,61,1002,25,NW,3.13,0.1,0.1
47586,2015,6,6,17,2,24,10,30,22,17,57,1003,26,NW,6.26,0,0
47587,2015,6,6,18,2,29,12,31,25,15,53,1003,25,NW,13.41,0.6,0.6
47588,2015,6,6,19,2,46,16,26,27,15,57,1004,24,NW,16.54,0,0
47589,2015,6,6,20,2,60,27,32,27,16,68,1004,22,NW,19.67,0,0
47590,2015,6,6,21,2,24,18,27,21,15,72,1005,20,NW,22.8,0,0
47591,2015,6,6,22,2,29,13,20,17,14,68,1005,20,NW,25.93,0,0
47592,2015,6,6,23,2,34,14,27,12,14,77,1005,18,NW,29.95,0.1,0.1
47593,2015,6,7,0,2,28,20,20,12,14,82,1005,17,NW,33.08,0,0
47594,2015,6,7,1,2,9,9,19,19,14,82,1006,17,NE,3.13,0,0
47595,2015,6,7,2,2,17,9,18,16,14,82,1007,17,cv,0.89,0,0
47596,2015,6,7,3,2,18,11,17,19,12,67,1007,18,NW,3.13,0,0
47597,2015,6,7,4,2,12,13,17,21,12,77,1008,16,NW,4.92,0,0
47598,2015,6,7,5,2,17,17,17,28,11,76,1009,15,cv,0.89,0,0
47599,2015,6,7,6,2,17,10,23,14,13,72,1009,18,cv,1.78,0,0
47600,2015,6,7,7,2,11,6,12,15,14,64,1009,21,cv,2.67,0,0
47601,2015,6,7,8,2,10,11,18,21,11,46,1009,23,NE,1.79,0,0
47602,2015,6,7,9,2,16,3,19,16,11,41,1009,25,cv,0.89,0,0
47603,2015,6,7,10,2,6,6,18,18,10,34,1009,27,cv,1.78,0,0
47604,2015,6,7,11,2,16,3,11,16,6,24,1008,28,cv,3.57,0,0
47605,2015,6,7,12,2,3,4,26,12,3,17,1008,30,cv,4.46,0,0
47606,2015,6,7,13,2,37,3,7,14,3,18,1007,29,SE,3.13,0,0
47607,2015,6,7,14,2,20,3,18,16,3,20,1007,28,SE,4.92,0,0
47608,2015,6,7,15,2,10,3,10,12,5,24,1008,27,NW,5.81,0,0
47609,2015,6,7,16,2,7,4,8,11,5,25,1009,26,SE,4.92,0,0
47610,2015,6,7,17,2,19,3,14,11,5,25,1009,26,SE,8.05,0,0
47611,2015,6,7,18,2,24,8,15,14,8,35,1009,24,SE,12.97,0.1,0.1
47612,2015,6,7,19,2,24,5,16,19,11,46,1008,23,SE,17.89,0,0
47613,2015,6,7,20,2,24,8,23,21,8,40,1008,22,NW,4.02,0,0
47614,2015,6,7,21,2,30,7,22,17,8,40,1008,22,NW,8.04,0,0
47615,2015,6,7,22,2,17,5,15,14,8,43,1008,21,NW,12.06,0,0
47616,2015,6,7,23,2,8,3,11,11,8,45,1008,20,NW,16.08,0,0
47617,2015,6,8,0,2,11,3,9,12,8,45,1008,20,NW,20.1,0,0
47618,2015,6,8,1,2,9,3,9,14,8,48,1007,19,NW,24.12,0,0
47619,2015,6,8,2,2,13,6,9,12,8,48,1007,19,NW,27.25,0,0
47620,2015,6,8,3,2,10,3,14,10,9,55,1007,18,SE,1.79,0,0
47621,2015,6,8,4,2,11,9,14,16,9,55,1006,18,NW,3.13,0,0
47622,2015,6,8,5,2,24,24,19,20,10,76,1007,14,cv,0.89,0,0
47623,2015,6,8,6,2,25,13,25,24,11,67,1007,17,cv,1.78,0,0
47624,2015,6,8,7,2,27,4,21,17,10,49,1007,21,NW,3.13,0,0
47625,2015,6,8,8,2,22,3,19,14,9,40,1007,23,NW,7.15,0,0
47626,2015,6,8,9,2,19,6,19,18,9,36,1006,25,NW,12.07,0,0
47627,2015,6,8,10,2,15,3,9,8,9,32,1006,27,NW,16.99,0,0
47628,2015,6,8,11,2,8,3,14,7,7,26,1005,28,NW,21.91,0,0
47629,2015,6,8,12,2,3,3,12,7,6,23,1004,29,NW,26.83,0,0
47630,2015,6,8,13,2,16,8,10,10,6,22,1003,30,NW,30.85,0,0
47631,2015,6,8,14,2,90,10,12,10,6,20,1003,31,NW,34.87,0,0
47632,2015,6,8,15,2,56,13,17,14,6,19,1002,32,cv,3.13,0,0
47633,2015,6,8,16,2,41,16,18,16,4,16,1001,33,cv,7.15,0,0
47634,2015,6,8,17,2,36,16,19,17,9,27,1002,30,SE,5.81,0.3,0.3
47635,2015,6,8,18,2,27,8,22,19,9,28,1002,29,SE,10.73,0,0
47636,2015,6,8,19,2,27,12,25,24,10,32,1002,28,cv,4.02,0,0
47637,2015,6,8,20,2,40,16,29,27,11,36,1002,27,NW,1.79,0,0
47638,2015,6,8,21,2,61,31,32,42,12,41,1003,26,NW,4.92,0,0
47639,2015,6,8,22,2,51,47,37,53,14,60,1003,22,cv,0.45,0,0
47640,2015,6,8,23,2,49,48,47,55,13,56,1003,22,cv,1.34,0,0
47641,2015,6,9,0,2,41,61,52,58,14,64,1003,21,cv,2.23,0,0
47642,2015,6,9,1,2,46,58,55,54,13,56,1003,22,SE,0.89,0,0
47643,2015,6,9,2,2,48,52,55,53,14,72,1002,19,NE,0.89,0,0
47644,2015,6,9,3,2,45,50,55,46,12,56,1001,21,SE,1.79,0,0
47645,2015,6,9,4,2,39,36,40,34,12,59,1001,20,NW,1.79,0,0
47646,2015,6,9,5,2,30,25,33,26,13,64,1001,20,NW,4.92,0,0
47647,2015,6,9,6,2,33,21,31,25,13,60,1002,21,NE,0.89,0,0
47648,2015,6,9,7,2,44,16,42,35,12,49,1002,23,NW,3.13,0,0
47649,2015,6,9,8,2,34,26,30,29,12,46,1002,24,NE,3.13,0,0
47650,2015,6,9,9,2,35,24,28,31,12,44,1002,25,NE,6.26,0,0
47651,2015,6,9,10,2,63,44,41,48,12,39,1002,27,cv,1.79,0,0
47652,2015,6,9,11,2,70,57,68,52,12,39,1001,27,SE,4.02,0,0
47653,2015,6,9,12,2,73,62,71,64,13,39,1002,28,SE,7.15,0,0
47654,2015,6,9,13,2,83,65,77,65,14,39,1001,29,SE,10.28,0,0
47655,2015,6,9,14,2,90,67,76,68,13,37,1001,29,SE,14.3,0,0
47656,2015,6,9,15,2,82,72,83,69,13,37,1000,29,SE,18.32,0,0
47657,2015,6,9,16,2,81,68,82,66,14,39,1000,29,SE,23.24,0,0
47658,2015,6,9,17,2,76,69,76,71,14,39,999,29,SE,27.26,0,0
47659,2015,6,9,18,2,84,67,71,65,14,42,1000,28,SE,31.28,0,0
47660,2015,6,9,19,2,93,80,84,77,15,47,1001,27,cv,1.79,0,0
47661,2015,6,9,20,2,83,64,76,73,16,57,1000,25,SE,4.92,0,0
47662,2015,6,9,21,2,80,60,68,72,16,57,1003,25,NW,3.13,0.4,0.4
47663,2015,6,9,22,2,86,70,73,58,16,68,1004,22,NW,6.26,0,0
47664,2015,6,9,23,2,47,32,45,37,16,77,1002,20,NW,11.18,0,0
47665,2015,6,10,0,2,38,27,37,30,16,77,1001,20,NE,4.92,0,0
47666,2015,6,10,1,2,49,39,33,35,16,73,1003,21,NW,4.92,2.1,2.1
47667,2015,6,10,2,2,48,37,53,47,18,93,1003,19,SE,3.13,0.9,3
47668,2015,6,10,3,2,48,35,50,49,17,88,1001,19,NE,3.13,0,0
47669,2015,6,10,4,2,53,44,54,50,17,88,1001,19,cv,0.45,0,0
47670,2015,6,10,5,2,55,47,57,48,17,88,1001,19,cv,1.34,0,0
47671,2015,6,10,6,2,53,40,56,45,17,88,1001,19,cv,2.23,0,0
47672,2015,6,10,7,2,50,40,48,44,17,82,1001,20,NE,1.79,0,0
47673,2015,6,10,8,2,62,56,61,58,17,73,1001,22,cv,0.89,3,3
47674,2015,6,10,9,2,64,63,67,64,16,73,1002,21,cv,1.78,0,0
47675,2015,6,10,10,2,75,57,73,71,18,88,1001,20,NW,3.13,0.1,0.1
47676,2015,6,10,11,2,NA,63,80,72,18,82,1001,21,NW,6.26,0.8,0.9
47677,2015,6,10,12,2,NA,71,77,76,18,88,1000,20,SE,3.13,0,0
47678,2015,6,10,13,2,NA,70,82,71,19,93,999,20,NE,1.79,0,0
47679,2015,6,10,14,2,70,82,NA,71,18,78,999,22,SE,1.79,0,0
47680,2015,6,10,15,2,104,89,NA,90,19,78,998,23,cv,1.79,0,0
47681,2015,6,10,16,2,101,97,94,87,18,73,998,23,NW,3.13,0,0
47682,2015,6,10,17,2,87,91,113,101,18,69,998,24,cv,0.89,0,0
47683,2015,6,10,18,2,121,104,113,100,18,73,997,23,NE,1.79,0,0
47684,2015,6,10,19,2,125,115,127,114,19,78,997,23,SE,3.13,0,0
47685,2015,6,10,20,2,147,135,143,133,19,78,998,23,cv,0.89,0,0
47686,2015,6,10,21,2,162,147,165,142,19,83,998,22,SE,1.79,0,0
47687,2015,6,10,22,2,148,141,159,138,19,83,998,22,SE,5.81,0,0
47688,2015,6,10,23,2,97,83,90,74,17,93,999,18,NW,7.15,0,0
47689,2015,6,11,0,2,72,51,60,56,16,100,999,16,NE,1.79,2.8,2.8
47690,2015,6,11,1,2,67,30,40,43,16,93,998,17,NE,3.58,0.3,3.1
47691,2015,6,11,2,2,48,27,42,33,16,93,998,17,cv,0.89,0,0
47692,2015,6,11,3,2,40,23,42,37,16,93,998,17,SE,3.13,0,0
47693,2015,6,11,4,2,40,24,42,45,16,93,998,17,cv,0.89,0,0
47694,2015,6,11,5,2,44,29,46,42,16,93,998,17,SE,3.13,0.1,0.1
47695,2015,6,11,6,2,51,34,49,41,16,88,998,18,cv,0.89,0,0
47696,2015,6,11,7,2,NA,24,33,20,15,77,997,19,SE,1.79,0,0
47697,2015,6,11,8,2,7,6,13,7,13,53,997,23,NW,3.13,0,0
47698,2015,6,11,9,2,8,NA,7,5,11,41,997,25,NW,10.28,0,0
47699,2015,6,11,10,2,9,3,6,4,11,39,997,26,NW,18.33,0,0
47700,2015,6,11,11,2,3,3,7,6,10,36,997,26,NW,25.48,0,0
47701,2015,6,11,12,2,8,3,5,8,9,30,997,28,NW,35.31,0,0
47702,2015,6,11,13,2,9,3,3,7,9,28,997,29,NW,44.25,0,0
47703,2015,6,11,14,2,6,3,6,4,9,27,997,30,NW,53.19,0,0
47704,2015,6,11,15,2,7,3,5,6,9,28,997,29,NW,61.24,0,0
47705,2015,6,11,16,2,9,3,5,6,9,28,996,29,NW,68.39,0,0
47706,2015,6,11,17,2,6,3,10,7,8,31,997,26,NW,75.54,0,0
47707,2015,6,11,18,2,7,3,11,6,8,31,997,26,NW,81.35,0,0
47708,2015,6,11,19,2,11,4,11,9,8,30,997,27,NW,88.5,0,0
47709,2015,6,11,20,2,34,13,15,20,8,33,997,25,NW,91.63,0,0
47710,2015,6,11,21,2,38,28,16,26,11,46,997,23,NW,93.42,0,0
47711,2015,6,11,22,2,28,42,26,46,13,68,998,19,cv,0.89,0,0
47712,2015,6,11,23,2,22,41,40,48,14,72,997,19,cv,1.78,0,0
47713,2015,6,12,0,2,33,30,32,24,13,72,997,18,NW,1.79,0,0
47714,2015,6,12,1,2,28,16,24,19,11,46,997,23,NW,5.81,0,0
47715,2015,6,12,2,2,15,10,16,3,11,49,996,22,NW,10.73,0,0
47716,2015,6,12,3,2,4,3,9,5,10,43,997,23,NW,16.54,0,0
47717,2015,6,12,4,2,5,3,4,3,11,56,997,20,NE,1.79,0,0
47718,2015,6,12,5,2,6,3,6,8,10,49,997,21,NW,3.13,0,0
47719,2015,6,12,6,2,5,3,8,6,12,59,998,20,cv,0.89,0,0
47720,2015,6,12,7,2,6,3,7,4,9,38,998,24,NW,5.81,0,0
47721,2015,6,12,8,2,3,3,4,4,9,36,998,25,NW,15.64,0,0
47722,2015,6,12,9,2,5,3,5,2,9,32,998,27,NW,26.82,0,0
47723,2015,6,12,10,2,5,3,7,7,8,30,998,27,NW,35.76,0,0
47724,2015,6,12,11,2,4,3,6,5,8,30,998,27,NW,45.59,0,0
47725,2015,6,12,12,2,7,3,8,6,9,28,998,29,NW,54.53,0,0
47726,2015,6,12,13,2,6,3,7,6,9,30,998,28,NW,64.36,0,0
47727,2015,6,12,14,2,5,3,6,5,10,36,998,26,NW,74.19,0,0
47728,2015,6,12,15,2,3,3,7,4,10,34,997,27,NW,83.13,0,0
47729,2015,6,12,16,2,6,3,7,5,10,32,997,28,NW,90.28,0,0
47730,2015,6,12,17,2,3,3,7,5,11,36,997,27,NW,95.2,0,0
47731,2015,6,12,18,2,9,3,4,5,12,39,997,27,NW,102.35,0,0
47732,2015,6,12,19,2,6,3,9,8,12,41,997,26,NW,109.5,0,0
47733,2015,6,12,20,2,13,3,7,8,12,44,997,25,NW,115.31,0,0
47734,2015,6,12,21,2,10,3,9,7,12,44,998,25,NW,120.23,0,0
47735,2015,6,12,22,2,12,3,10,5,12,44,999,25,NW,125.15,0,0
47736,2015,6,12,23,2,8,3,10,5,12,46,999,24,NW,130.96,0,0
47737,2015,6,13,0,2,11,3,10,9,12,49,999,23,NW,135.88,0,0
47738,2015,6,13,1,2,9,3,9,7,12,56,999,21,NE,3.13,0,0
47739,2015,6,13,2,2,4,5,7,11,14,64,1000,21,NE,7.15,0,0
47740,2015,6,13,3,2,5,3,7,9,15,68,1001,21,NW,4.02,0,0
47741,2015,6,13,4,2,4,3,9,6,15,68,1001,21,NW,9.83,0,0
47742,2015,6,13,5,2,7,3,8,4,16,88,1002,18,NW,16.98,0,0
47743,2015,6,13,6,2,6,3,9,6,17,93,1003,18,NW,22.79,0,0
47744,2015,6,13,7,2,5,3,7,8,17,93,1004,18,NW,27.71,0.3,0.3
47745,2015,6,13,8,2,6,3,10,NA,16,82,1004,19,NE,4.92,0,0
47746,2015,6,13,9,2,6,3,10,NA,17,82,1005,20,NW,4.02,0,0
47747,2015,6,13,10,2,6,3,9,NA,18,69,1005,24,NW,8.94,0,0
47748,2015,6,13,11,2,12,3,10,10,16,60,1005,24,NE,4.92,0,0
47749,2015,6,13,12,2,12,5,14,12,15,53,1005,25,NE,9.84,0,0
47750,2015,6,13,13,2,10,7,13,10,15,45,1005,28,NW,5.81,0,0
47751,2015,6,13,14,2,12,6,21,10,14,42,1005,28,NE,4.02,0,0
47752,2015,6,13,15,2,14,18,17,18,16,48,1004,28,cv,1.79,0,0
47753,2015,6,13,16,2,16,14,20,20,15,42,1004,29,cv,3.58,0,0
47754,2015,6,13,17,2,21,13,17,19,15,42,1004,29,SE,1.79,0,0
47755,2015,6,13,18,2,20,18,20,24,16,50,1005,27,SE,3.58,0,0
47756,2015,6,13,19,2,30,26,27,34,16,54,1006,26,SE,5.37,0,0
47757,2015,6,13,20,2,31,29,28,35,15,57,1007,24,SE,9.39,0,0
47758,2015,6,13,21,2,25,17,25,24,18,82,1008,21,cv,0.45,0,0
47759,2015,6,13,22,2,31,18,26,24,18,93,1008,19,cv,1.34,0,0
47760,2015,6,13,23,2,42,21,33,32,18,93,1009,19,NW,1.79,0,0
47761,2015,6,14,0,2,40,25,35,33,17,88,1009,19,NE,1.79,0,0
47762,2015,6,14,1,2,31,32,31,27,17,88,1009,19,NW,1.79,0,0
47763,2015,6,14,2,2,23,40,27,23,17,93,1009,18,NW,3.58,0,0
47764,2015,6,14,3,2,26,28,29,26,17,93,1009,18,NW,6.71,0,0
47765,2015,6,14,4,2,22,21,26,11,16,93,1008,17,NW,8.5,0,0
47766,2015,6,14,5,2,24,14,24,20,16,93,1009,17,NW,10.29,0,0
47767,2015,6,14,6,2,16,18,19,12,17,88,1009,19,NW,12.08,0,0
47768,2015,6,14,7,2,14,7,13,18,17,77,1009,21,NW,15.21,0,0
47769,2015,6,14,8,2,14,7,15,10,16,64,1009,23,NW,17,0,0
47770,2015,6,14,9,2,16,8,17,12,16,57,1009,25,cv,0.89,0,0
47771,2015,6,14,10,2,10,9,18,7,14,42,1009,28,cv,1.78,0,0
47772,2015,6,14,11,2,16,8,14,10,14,39,1009,29,NW,1.79,0,0
47773,2015,6,14,12,2,12,5,16,9,14,37,1008,30,cv,1.79,0,0
47774,2015,6,14,13,2,10,12,19,10,14,33,1008,32,cv,3.58,0,0
47775,2015,6,14,14,2,15,14,18,7,14,33,1007,32,SE,1.79,0,0
47776,2015,6,14,15,2,13,11,18,16,14,33,1006,32,SE,4.92,0,0
47777,2015,6,14,16,2,18,15,19,8,14,33,1006,32,SE,8.05,0,0
47778,2015,6,14,17,2,21,16,21,13,14,33,1006,32,SE,11.18,0,0
47779,2015,6,14,18,2,21,NA,19,19,14,35,1006,31,SE,14.31,0,0
47780,2015,6,14,19,2,26,28,26,22,15,42,1006,29,SE,17.44,0,0
47781,2015,6,14,20,2,30,31,29,31,15,45,1007,28,SE,20.57,0,0
47782,2015,6,14,21,2,33,43,30,24,15,47,1007,27,SE,23.7,0,0
47783,2015,6,14,22,2,45,42,38,37,16,54,1008,26,SE,25.49,NA,NA
47784,2015,6,14,23,2,75,56,62,55,16,57,1008,25,SE,28.62,NA,NA
47785,2015,6,15,0,2,90,60,77,64,17,73,1008,22,cv,0.89,NA,NA
47786,2015,6,15,1,2,95,78,89,78,17,73,1009,22,SE,0.89,NA,NA
47787,2015,6,15,2,2,89,84,91,80,17,73,1009,22,cv,0.89,NA,NA
47788,2015,6,15,3,2,88,80,87,71,17,73,1008,22,SE,1.79,NA,NA
47789,2015,6,15,4,2,88,113,102,109,17,73,1008,22,SE,3.58,NA,NA
47790,2015,6,15,5,2,107,128,123,109,17,77,1008,21,SE,4.47,NA,NA
47791,2015,6,15,6,2,118,129,126,113,18,82,1008,21,cv,0.89,NA,NA
47792,2015,6,15,7,2,120,138,138,111,17,68,1009,23,NE,1.79,NA,NA
47793,2015,6,15,8,2,126,133,145,93,17,64,1008,24,cv,0.89,NA,NA
47794,2015,6,15,9,2,128,115,126,91,17,61,1008,25,cv,1.78,NA,NA
47795,2015,6,15,10,2,121,112,120,76,17,54,1008,27,cv,2.67,NA,NA
47796,2015,6,15,11,2,106,96,111,80,17,54,1008,27,SE,1.79,NA,NA
47797,2015,6,15,12,2,100,92,101,73,17,48,1007,29,SE,3.58,NA,NA
